Puzzle,Solution,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
...39.578....8...........3.16.......7.38....685..67..9....7.19.......2.5...529.67,246391578315786924987245631164953782793812456852467319528674193679138245431529867,28,53,0,0,0,0,0,0,0,Simple,
197..4.8.....6...9.........6....5....8479.3.6....8.....4..5.1..5.63.....71.4.9...,197534682452168739863972415631245978284791356975683241349856127526317894718429563,26,55,0,0,0,0,0,0,0,Simple,
5......9....8.5...8..416........265....1.........6.921.4.52..1.....47..57.....86.,564273198127895346839416572491382657276159483385764921643528719918647235752931864,26,55,0,0,0,0,0,0,0,Simple,
.....284........76...589.....7..4.8.8.5....9.24.......5...91......82........7.6.4,351762849928143576476589213697214385815637492243958167562491738734826951189375624,24,57,0,0,0,0,0,0,0,Simple,
..18..42.7.8.....662.9...7......2.1....1..269......3......61.984..3.91.....7.....,391876425758214936624953871983642517547138269162597384235461798476389152819725643,27,54,0,0,0,0,0,0,0,Simple,
6..2.1..9....36....8..95.3.......2...15...3..3........971.5..6....1.....86.7.2.5.,634271589159836724287495136496583217715624398328917645971358462542169873863742951,26,55,0,0,0,0,0,0,0,Simple,
.9..1.8..2..3.8....8196...5.......7.316....5.7.519..3...9............6.......2...,693215847257348961481967325948523176316874259725196438569431782832759614174682593,24,57,0,0,0,0,0,0,0,Simple,
957......43.....5..........2......465.32.9..8.............72.9......658.8...3.764,957624813432781659186593427218357946563249178794168235645872391379416582821935764,25,56,0,0,0,0,0,0,0,Simple,
...........2...5..8.....47.7.452.9...5.6...4..6.8..7.......3.59.26..48.......863.,671485392942376581835192476784521963259637148163849725418763259326954817597218634,26,55,0,0,0,0,0,0,0,Simple,
4.7..9......645.....6..........142..1.2..73.9...3.....261...9.3.49.2.51..5..3....,427189635813645792596273184935814267182567349674392851261458973349726518758931426,28,53,0,0,0,0,0,0,0,Simple,
...49..5.....579....6.....4..91.26......3...2......13......6.1..4.71..6..2...94..,712498356438657921596321784359172648167834592284965137973246815845713269621589473,25,56,0,0,0,0,0,0,0,Simple,
.46..3...5....2...9.7.6....2...5..67......43..634..89..82..4...4....5....7..9....,846573921531942786927861354294358167758619432163427895682734519419285673375196248,26,55,0,0,0,0,0,0,0,Simple,
1..29..58..7....32..2...4.9............3...7542........8...4.9..9..153....4..7.81,143296758967458132852173469379581246618342975425769813281634597796815324534927681,27,54,0,0,0,0,0,0,0,Simple,
..81.463..1.6..95........28.....8....43516.......2....1.5.......9..45....2....8..,258194637317682954469753128672438519943516782581927463135879246896245371724361895,25,56,0,0,0,0,0,0,0,Simple,
1....5...9.....27....4.98..8...........1.295.......6.4.4.2.1.8..5...7..6...9.8.2.,186725349934816275527439861815694732463172958792583614349261587258347196671958423,25,56,0,0,0,0,0,0,0,Simple,
..547...3...63.1.7.....5..6....5....6....3.1..5792.3...24.........7.......6....41,965471823248639157731285496483157962692843715157926384324518679519764238876392541,25,56,0,0,0,0,0,0,0,Simple,
...87..........9....2...8..5....6.4...34..7.2...7....83...5....6.4.3...57.894.2..,139872654875364921462519873587126349913485762246793518321658497694237185758941236,25,56,0,0,0,0,0,0,0,Simple,
..395.....1..8.3.....4...5.8......3.5..7.8.61..159..4.37..14.9............967....,643957128915286374287431659894162537532748961761593842376814295458329716129675483,27,54,0,0,0,0,0,0,0,Simple,
...3....22....4.67394...5........2.3..74.89.......5.86.........48.......9.5...62.,576381492218594367394762518859176243627438951143925786761249835482653179935817624,25,56,0,0,0,0,0,0,0,Simple,
41.9.6..3....5..1.6.3..4...1.........89......5.6.9.8..9.87..1......3.6.87....1.4.,417926583892357416653184297124678359389215764576493821968742135241539678735861942,27,54,0,0,0,0,0,0,0,Simple,
..........2....9..98....2.....23.1...9.8...3......15.6.6.3...14.5...86....4.1.3.2,416592783523784961987163245645237198192856437738941526269375814351428679874619352,25,56,0,0,0,0,0,0,0,Simple,
..8..63.1.5..3...871.9....69...7..53.....5.6..8.1..9...4.6..............19.4.....,428756391659231748713948526964872153271395864385164972547613289836529417192487635,25,56,0,0,0,0,0,0,0,Simple,
83...5.69.........6..39452...2963....592.8.............7.........6489.5....65....,834725169295816374617394528782963415159248637463571892578132946326489751941657283,27,54,0,0,0,0,0,0,0,Simple,
.3..........4...5....8...1.3.814..75.5.2.7...1...83...52.7..13....65..47.47......,635971824281436759794825613368149275459267381172583496526794138813652947947318562,28,53,0,0,0,0,0,0,0,Simple,
.1.........72.4...2.6.1.53..794......3.7.56..........3.2.3.....9..........5.69..1,413658297597234816286917534679483152134725689852196473728341965961572348345869721,24,57,0,0,0,0,0,0,0,Simple,
.5..1..381.....67.7..6439........75..........8...5.....8.1......3.7.6..15...89...,956217438143598672728643915291864753365971824874352196687135249439726581512489367,25,56,0,0,0,0,0,0,0,Simple,
...9....1.5...1..9.8..6......8..97..3...256....731..2......3....6....28.........5,436952871752831469981467352528649713314725698697318524275183946163594287849276135,23,58,0,0,0,0,0,0,0,Simple,
...4..18..43....57..7.1...9...2...35......7....9...8.2.......7.8.5.37.21.9.1.....,952473186143869257687512349478291635216385794539746812321654978865937421794128563,26,55,0,0,0,0,0,0,0,Simple,
849..2........64.76..1.8....967...137.....82...3.29.6......3..8.12.....6.........,849372651321956487675148932296784513754631829183529764567413298412895376938267145,27,54,0,0,0,0,0,0,0,Simple,
.2......58..69....935....8.3..1.64.81.95..3.2.4.9.................32..6......4...,627483915814695723935217684352176498169548372748932156573861249481329567296754831,25,56,0,0,0,0,0,0,0,Simple,
...7.....1.....6.99......43.8...3....9.4..7.664.....21..6.....4..23..9..7.....81.,364729158125834679978165243281673495593412786647958321816297534452381967739546812,25,56,0,0,0,0,0,0,0,Simple,
.857.....1.48...5.7.6..4...5.7.46..84..13.5.......9.......8..6.9....5......91.3..,385791246194862753726354819537246198469138572812579634251483967973625481648917325,27,54,0,0,0,0,0,0,0,Simple,
.9.3...............76.........5....1...29...5.43..1..6.6..1.32.2..93..1...5..27..,891357642352649187476128953729564831618293475543871296964715328287936514135482769,24,57,0,0,0,0,0,0,0,Simple,
.9.....1......2.845.....7...742....8.2..6...161..479..1.6.7.8.29.......5.8.......,498735216731692584562481739374219658829563471615847923156374892947128365283956147,27,54,0,0,0,0,0,0,0,Simple,
.8.5....9.......232..89......6735.9..7..4......46.9....2...7.......8...56579.....,483572619795461823261893547816735492972148356534629781128357964349286175657914238,26,55,0,0,0,0,0,0,0,Simple,
.6.8..1.5..........8593.6.4.1.......8..645....96..2...952..8...1....9....3..2..1.,369874125471256938285931674514793286823645791796182543952418367147369852638527419,27,54,0,0,0,0,0,0,0,Simple,
2.5...8.69......2..7.1....5...95..6753.........782...1.92......3.8...61.76.......,215439876983675124476182935821954367539716482647823591192568743358247619764391258,27,54,0,0,0,0,0,0,0,Simple,
..498.6....25....8.6.3......9..65.826...3..1..1.2.49..........9..3.....6......4..,154987623732546198869321547497165382625839714318274965241653879973418256586792431,25,56,0,0,0,0,0,0,0,Simple,
24......9.5.19....8.14.6...9.43.............86...5......25..4......829.3...63.52.,243875169756193842891426375924368751537241698618957234372519486465782913189634527,27,54,0,0,0,0,0,0,0,Simple,
89..7..46..7...2..6.....9....1...62...2...4..7..5.....5.81.6...9.......5......78.,893271546147965238625438971451893627382617459769524813578146392934782165216359784,24,57,0,0,0,0,0,0,0,Simple,
...9.84....6.1.29.....271......6......78..6....8..9...6.....32.3..1..84......4..9,123958476756413298984627153431562987597841632268379514649785321372196845815234769,25,56,0,0,0,0,0,0,0,Simple,
4..1.7...87263.....3.......6.....8.4.............9831...9.84...2........1463.....,465127983872639541931845627693271854518463279724598316359784162287916435146352798,24,57,0,0,0,0,0,0,0,Simple,
...73..5...82.9.3..6.85....893..2.....6..4.2....6.79..254......7.........3.....9.,942736158518249637367851249893512476176394825425687913254963781789125364631478592,26,55,0,0,0,0,0,0,0,Simple,
..4.5....3.8..1..5..1..896.....9........7.........4..18...45..3......5.6.5..3..79,624957138398461725571328964486192357915673842237584691869745213743219586152836479,24,57,0,0,0,0,0,0,0,Simple,
............2..85........3....8..7.....36..1.48.72..63..2.8.5.1.7.....4..53..1..2,835147296719236854264598137396814725527369418481725963642983571178652349953471682,25,56,0,0,0,0,0,0,0,Simple,
2..........96........489......29.51....7.46...9815...4..5.6....7.29.1...96.5...7.,247315896859672431613489257476298513521734689398156724135867942782941365964523178,28,53,0,0,0,0,0,0,0,Simple,
.....64..5....2.......7....3......52....8.7......4.96..42.9.3..65.73..4...8...6.9,891356427567412893423879516384967152916285734275143968742691385659738241138524679,25,56,0,0,0,0,0,0,0,Simple,
6....7.....9....5....94..27.94.8..7556..743....329.6.4.5..6...3......8...........,641527938729318456385946127194683275562174389873295614258461793936752841417839562,27,54,0,0,0,0,0,0,0,Simple,
......93....2....8.....8.42.2..9.3..3.16.7....94.1...7.....4..1....7..8....16.429,218746935439251768576938142827495316351687294694312857963824571142579683785163429,27,54,0,0,0,0,0,0,0,Simple,
....6..52..24..3......1.....57.4.68...3..5....2137.4.....8....6.....6.1......72.4,149763852572489361368512749957241683483695127621378495215834976734926518896157234,26,55,0,0,0,0,0,0,0,Simple,
..8.56.47..2.........4...69..7....1...5...48.6.........7..126...917.....8...95...,918256347462937851753481269287543916135679482649128735574812693391764528826395174,25,56,0,0,0,0,0,0,0,Simple,
...2.6.....3.......67..41..7.95.......49.3..751.7.....2......7..4.3...6...1.2..5.,158236794423197685967854132739542816684913527512768943296485371845371269371629458,25,56,0,0,0,0,0,0,0,Simple,
..8.2.64.9..4.1....1...7.895.9.4.2.7.8.1.5.6.1..79.........9......5...7......8...,758923641963481725412657389539846217287135964146792538824379156391564872675218493,27,54,0,0,0,0,0,0,0,Simple,
.2.815.7..............7...4....238....1...25...45.8....9.4........38.4......57.23,423815976917634582586279134659123847831746259274598361395462718762381495148957623,25,56,0,0,0,0,0,0,0,Simple,
.....9...7..54...8..4863.95...4.8........7.5........6..963.4.828.7.2.5.43........,658719243739542618124863795961458327283697451475231869596374182817926534342185976,28,53,0,0,0,0,0,0,0,Simple,
29...4.674..........5.6..........23..6..91..........499.2..571...7...69........25,291854367486317952735962481179548236364291578528736149942685713857123694613479825,25,56,0,0,0,0,0,0,0,Simple,
.......7......19..5..9..261..6.5...39...1..2.......5...98....5.1.576.8.932....6..,819426375762531948534987261476259183953618427281374596698143752145762839327895614,27,54,0,0,0,0,0,0,0,Simple,
..........2..1....14.8.......1.42...3.2....9......58..6...9.4.....13.5..89.25...1,936527148528413967147869235781942356352681794469375812615798423274136589893254671,24,57,0,0,0,0,0,0,0,Simple,
..4...29.........491..8..6.3...9.128.2......61.....7...6.3....9.31........214..87,684537291253961874917284563376495128825713946149628735768352419431879652592146387,27,54,0,0,0,0,0,0,0,Simple,
6.2.17..4..964.2....3....1.8..............34...4.7.169...18..97....9.4......3...6,652317984189645273473829615891463752267951348534278169346182597728596431915734826,27,54,0,0,0,0,0,0,0,Simple,
91........6...348.5.4......1...59.3285.4..9..........1.....2.64....9......3.6....,918645723267913485534278619146759832852431976379826541795182364681394257423567198,24,57,0,0,0,0,0,0,0,Simple,
2...1...5........9...........29......5...3....7146.2..3....7.615.619.7.3..93..4..,293614875467258319185739624832971546654823197971465238328547961546192783719386452,26,55,0,0,0,0,0,0,0,Simple,
9.3.5..47.8...9....41.3.9.5.1..753.2..81.....45.....71.....3...........3......5.4,963251847285749136741836925619475382378162459452398671524613798197584263836927514,27,54,0,0,0,0,0,0,0,Simple,
.32.6...1..61.83.9.8...2..........13..1...64..5..9...82.9..34.6..8.....2..5....3.,932564781546178329187932564724856913891327645653491278219783456378645192465219837,28,53,0,0,0,0,0,0,0,Simple,
.4.5...71..8..6..27...3.6.88.13.......528.4...6...7.3...2.4...5.1................,643528971158976342729431658891364527375289416264157839982743165417695283536812794,25,56,0,0,0,0,0,0,0,Simple,
.......9.1.3..5....4869..5.6..........1.......849...76..7...1....6...34.93.7..5..,765182493193475682248693751629347815571268934384951276457836129816529347932714568,25,56,0,0,0,0,0,0,0,Simple,
.9.3.2.......4..3...2..956..2..98.5...3....8.4.8.5.6...36.........2.....815......,594362178167845239382719564621498753953627481478153692236581947749236815815974326,25,56,0,0,0,0,0,0,0,Simple,
..419.2.67..4.8.5.....65...27..1.89..5.7.6................5.........4..28.....1..,534197286761428953982365417276513894459786321318249675623951748197834562845672139,24,57,0,0,0,0,0,0,0,Simple,
1.735.4.8....7..6.59...1..7......1.....5.8376....6........87...9......4....1..9.3,127356498384279561596841237863792154249518376751463829432987615918635742675124983,26,55,0,0,0,0,0,0,0,Simple,
5..4................93...5..2..7.9..35.2....6...8.4.7.7.6..3..89..7.2.4.4..98..6.,563498127248157639179326854824675913357219486691834572716543298985762341432981765,27,54,0,0,0,0,0,0,0,Simple,
3.........9...12.71.79.38.4......3755.4....1....19......2....4..3....9.18......2.,358274196496581237127963854219846375584732619673195482962317548735428961841659723,26,55,0,0,0,0,0,0,0,Simple,
.57.8.....4.7.3.2.....26......95.38..8......972.......9628.4............4....7...,257489163846713925391526478614952387583671249729348516962834751178295634435167892,24,57,0,0,0,0,0,0,0,Simple,
..1....7...9...542.5.8..91.......7.5.....3.....8..52.3.9.1.8...8.72......13579...,261954378789361542354827916136492785925783461478615293592148637847236159613579824,28,53,0,0,0,0,0,0,0,Simple,
8.39..2.5.2....96...4.16...2.....3.....6.3481.......5.9.8....3....8..6........5..,863974215127385964594216873281457396759623481436198752948562137375841629612739548,25,56,0,0,0,0,0,0,0,Simple,
87...5.63.1...6..........8.2.....91....8.......9.....7..57....99..3..8.2...1.9.35,874915263513286794692473581236547918457891326189632457325768149961354872748129635,25,56,0,0,0,0,0,0,0,Simple,
............7..5........13...49.1.83.....4...7.98...2..32.9.4...4.28....8...5..17,465319872321768549978542136654921783283674951719835624532197468147286395896453217,25,56,0,0,0,0,0,0,0,Simple,
...24.........621..9.....74.....9..3...71........5.69.....2...9..2167.....73.5...,571248936834976215296531874725689143469713582318452697153824769942167358687395421,24,57,0,0,0,0,0,0,0,Simple,
....9.......34.1..6.3......9...5..61....74.5.....1.3.9.....59...46...7.27...21.3.,417596823825347196693182547978253461361974258254618379132765984546839712789421635,26,55,0,0,0,0,0,0,0,Simple,
4..5.....9.5.4.82.....39.......2.......6.1....61..5......2.6.9.8......415.9....8.,487562319935147826612839754794328165358691472261475938143286597876953241529714683,24,57,0,0,0,0,0,0,0,Simple,
4....13.57.....96.3.25..71.......1....4..3.....1.6......6......9...1..2..2.935.7.,469721385715384962382596714673852149294173658851469237536247891947618523128935476,26,55,0,0,0,0,0,0,0,Simple,
.6.9......4273.9....3.2.6..............5..........435.5....9..2.9..4.5..7..3.2.8.,167985243842736915953421678425173896379568124681294357534819762298647531716352489,24,57,0,0,0,0,0,0,0,Simple,
.....3.9273.....8......6..59....4.....85..24.6.7....5.........75.4...936.2.......,485713692736952481291486375952134768318567249647298153169345827574821936823679514,24,57,0,0,0,0,0,0,0,Simple,
......9..6...7..12....54.........89....4.97.52..8...6...1.......5..672........48.,537281946648973512192654378415726893386419725279835164921348657854167239763592481,23,58,0,0,0,0,0,0,0,Simple,
3......7.75..................3.41.8.9....3.52..52..1..1.......72894..5...7..8..3.,398614275752398641461725398623541789917863452845279163134956827289437516576182934,25,56,0,0,0,0,0,0,0,Simple,
2...8.7.11....3.5..8.7.2.3.4..27.9..7...59..2.3.4.1..........9..1.....2......73..,293586741176943258584712639451278963768359412932461875347825196819634527625197384,27,54,0,0,0,0,0,0,0,Simple,
.73...1.5.657...9.1........3.95....6.12.8....6.83....1..1....73......8...3..7..59,973268145265714398184953267349521786712689534658347921421895673597436812836172459,28,53,0,0,0,0,0,0,0,Simple,
.2....4...............3...1....46..3.......2..375286...4.3.28..7..8.1..56....47..,925617438314285976876439251259746183468193527137528694541372869792861345683954712,25,56,0,0,0,0,0,0,0,Simple,
...154.......6....3.18......7.4.......8.7....9....1..4.97....3664.3..58.5...96...,729154368854763912361829475276435891418972653935681724197548236642317589583296147,26,55,0,0,0,0,0,0,0,Simple,
9.8..4.6.24.3..9....3..7.5...48.5..6..2..3.85...2...7...........6.....2.....56.4.,978514362245368917613927854134875296792643185586291473451782639867439521329156748,26,55,0,0,0,0,0,0,0,Simple,
